YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2022-W07,AT,7388778.0,207840,0,3194,0,10789,26930,2886,21,0,0,0,AT,ALL,COM,8978929
2021-W35,AT,7388778.0,28800,0,235,0,1633,20,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W43,AT,7388778.0,170400,0,63,0,142,16,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W49,AT,7388778.0,300000,50000,10,0,34,38,2,0,0,0,0,AT,ALL,AZ,8932664
2021-W48,AT,7388778.0,193200,0,2605,0,2749,69994,118,10,0,0,0,AT,ALL,MOD,8932664
2022-W49,AT,7388778.0,20000,0,1,0,1,5,15,1,0,0,0,AT,ALL,NVXD,8978929
2022-W13,AT,7388778.0,259200,0,44,0,75,487,242,2,0,0,0,AT,ALL,MOD,8978929
2021-W41,AT,7388778.0,136890,0,20348,0,29033,61746,91,2,0,0,0,AT,ALL,COM,8932664
2021-W22,AT,7388778.0,244800,0,2763,0,66078,17,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W26,AT,7388778.0,68400,0,15495,0,45463,35,0,0,0,0,0,AT,ALL,MOD,8932664
2022-W37,AT,7388778.0,754560,0,47,0,48,629,9264,173,0,0,0,AT,ALL,COMBA.1,8978929
2022-W14,AT,7388778.0,117600,0,41,0,40,441,234,6,0,0,0,AT,ALL,MOD,8978929
2021-W34,AT,7388778.0,105600,0,966,0,2933,194,1,0,0,0,0,AT,ALL,MOD,8932664
2021-W20,AT,7388778.0,33600,0,21247,0,57167,20,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W20,AT,7388778.0,58800,0,47152,0,21710,6,1,0,0,0,0,AT,ALL,MOD,8932664
2021-W17,AT,7388778.0,12000,0,319,0,0,0,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W51,AT,7388778.0,362300,0,1458,0,1794,22520,116,3,0,0,0,AT,ALL,MOD,8932664
2021-W32,AT,7388778.0,312390,0,20789,0,108015,472,10,0,0,0,0,AT,ALL,COM,8932664
2023-W02,AT,7388778.0,331000,0,0,0,0,0,8,6,0,0,0,AT,ALL,SGSK,8978929
2022-W14,AT,7388778.0,772200,0,794,0,1660,11612,3850,16,0,0,0,AT,ALL,COM,8978929
2022-W15,AT,7388778.0,833850,0,578,0,1256,9753,3806,7,0,0,0,AT,ALL,COM,8978929
2021-W09,AT,7388778.0,67200,0,55314,0,15,1,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W07,AT,7388778.0,80730,0,26823,0,39608,8,0,0,0,0,0,AT,ALL,COM,8932664
2021-W50,AT,7388778.0,27000,0,3412,0,3486,54358,139,7,0,0,0,AT,ALL,MOD,8932664
2021-W19,AT,7388778.0,58800,0,35933,0,14854,4,0,0,0,0,0,AT,ALL,MOD,8932664
2022-W21,AT,7388778.0,427200,0,395,0,821,7713,6244,26,0,0,0,AT,ALL,COM,8978929
2022-W37,AT,7388778.0,347350,0,4,0,3,23,854,27,0,0,0,AT,ALL,MODBA.1,8978929
2022-W18,AT,7388778.0,44400,0,19,0,55,463,392,3,0,0,0,AT,ALL,MOD,8978929
2021-W27,AT,7388778.0,19200,0,24895,0,16,96,0,0,0,0,0,AT,ALL,JANSS,8932664
2022-W12,AT,7388778.0,440640,0,1103,0,2457,11750,3656,10,0,0,0,AT,ALL,COM,8978929
2021-W33,AT,7388778.0,105600,0,1503,0,12726,95,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W33,AT,7388778.0,216600,351600,234,0,2471,10,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W34,AT,7388778.0,551070,0,24532,0,36193,947,14,0,0,0,0,AT,ALL,COM,8932664
2022-W11,AT,7388778.0,437760,0,869,0,2772,11089,3224,18,0,0,0,AT,ALL,COM,8978929
2022-W44,AT,7388778.0,120000,0,107,0,139,466,10352,284,0,0,0,AT,ALL,COM,8978929
2021-W45,AT,7388778.0,194400,0,3465,0,1824,24620,46,2,0,0,0,AT,ALL,MOD,8932664
2022-W26,AT,7388778.0,536000,0,28,0,51,85,127,5,0,0,0,AT,ALL,NVXD,8978929
2023-W09,AT,7388778.0,666300,0,0,0,0,0,6,5,0,0,0,AT,ALL,SGSK,8978929
2021-W27,AT,7388778.0,297180,0,95972,0,240124,269,5,0,0,0,0,AT,ALL,COM,8932664
2021-W25,AT,7388778.0,12300,0,8954,0,23,9,0,0,0,0,0,AT,ALL,JANSS,8932664
2022-W10,AT,7388778.0,1506000,0,756,0,43,125,27,2,0,0,0,AT,ALL,NVXD,8978929
2021-W48,AT,7388778.0,2128230,0,37750,0,76275,521389,529,11,0,0,0,AT,ALL,COM,8932664
2021-W47,AT,7388778.0,192000,0,2703,0,2194,64168,85,5,0,0,0,AT,ALL,MOD,8932664
2021-W47,AT,7388778.0,215280,0,52814,0,54574,571572,484,15,0,0,0,AT,ALL,COM,8932664
2021-W29,AT,7388778.0,58800,0,8125,0,38986,36,1,0,0,0,0,AT,ALL,MOD,8932664
2021-W30,AT,7388778.0,28800,0,12508,0,31,21,0,0,0,0,0,AT,ALL,JANSS,8932664
2022-W39,AT,7388778.0,480600,0,7,0,0,62,1292,22,0,0,0,AT,ALL,MODBA.1,8978929
2021-W25,AT,7388778.0,98400,0,1039,0,72789,33,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W19,AT,7388778.0,308880,0,243975,0,60333,32,0,0,0,0,0,AT,ALL,COM,8932664
2022-W16,AT,7388778.0,833850,0,569,0,1536,10531,5230,16,0,0,0,AT,ALL,COM,8978929
2021-W32,AT,7388778.0,33600,498800,274,0,5086,51,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W08,AT,7388778.0,84240,0,44437,0,17466,10,0,0,0,0,0,AT,ALL,COM,8932664
2021-W46,AT,7388778.0,215280,0,87960,0,45895,481198,406,13,0,0,0,AT,ALL,COM,8932664
2022-W08,AT,7388778.0,138000,0,159,0,459,1009,185,2,0,0,0,AT,ALL,MOD,8978929
2021-W39,AT,7388778.0,465660,0,27585,0,25314,32222,64,1,0,0,0,AT,ALL,COM,8932664
2021-W17,AT,7388778.0,40800,0,21099,0,18379,8,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W16,AT,7388778.0,64800,0,48951,0,453,2,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W44,AT,7388778.0,194400,0,2112,0,1059,10934,23,4,0,0,0,AT,ALL,MOD,8932664
2021-W44,AT,7388778.0,324000,0,86,0,115,36,0,0,0,0,0,AT,ALL,AZ,8932664
2022-W06,AT,7388778.0,529140,0,6343,0,16339,56208,2425,25,0,0,0,AT,ALL,COM,8978929
2022-W41,AT,7388778.0,748800,0,308,0,208,3392,82818,1864,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W37,AT,7388778.0,102000,0,2330,0,1704,699,6,0,0,0,0,AT,ALL,MOD,8932664
2021-W10,AT,7388778.0,49200,0,11684,0,3825,3,0,0,0,0,0,AT,ALL,MOD,8932664
2022-W23,AT,7388778.0,72000,0,15,0,33,282,452,5,0,0,0,AT,ALL,MOD,8978929
2022-W45,AT,7388778.0,408000,0,2,0,5,24,998,48,0,0,0,AT,ALL,MODBA.1,8978929
2021-W31,AT,7388778.0,36000,0,403,0,14047,21,2,0,0,0,0,AT,ALL,AZ,8932664
2022-W17,AT,7388778.0,117600,0,19,0,60,475,412,3,0,0,0,AT,ALL,MOD,8978929
2022-W05,AT,7388778.0,64800,0,443,0,953,9854,232,6,0,0,0,AT,ALL,MOD,8978929
2022-W16,AT,7388778.0,117600,0,20,0,44,421,350,4,0,0,0,AT,ALL,MOD,8978929
2022-W36,AT,7388778.0,757440,0,5,0,5,15,58,0,0,0,0,AT,ALL,COMBA.1,8978929
2021-W45,AT,7388778.0,430560,0,109872,0,35455,292263,283,6,0,0,0,AT,ALL,COM,8932664
2021-W28,AT,7388778.0,297180,0,63799,0,216541,290,11,0,0,0,0,AT,ALL,COM,8932664
2021-W30,AT,7388778.0,298350,0,31724,0,184811,338,8,0,0,0,0,AT,ALL,COM,8932664
2021-W46,AT,7388778.0,422400,0,78,0,86,102,3,0,0,0,0,AT,ALL,AZ,8932664
2022-W50,AT,7388778.0,168000,0,0,0,0,0,0,0,0,0,0,AT,ALL,SGSK,8978929
2021-W44,AT,7388778.0,235200,993600,4750,0,19,365,4,0,0,0,0,AT,ALL,JANSS,8932664
2021-W20,AT,7388778.0,308880,0,281376,0,102529,40,0,0,0,0,0,AT,ALL,COM,8932664
2021-W21,AT,7388778.0,310044,0,192694,0,148243,50,3,0,0,0,0,AT,ALL,COM,8932664
2022-W25,AT,7388778.0,2200,0,13,0,15,257,1320,16,0,0,0,AT,ALL,MOD,8978929
2022-W02,AT,7388778.0,94800,0,1050,0,2639,21975,241,4,0,0,0,AT,ALL,MOD,8978929
2022-W08,AT,7388778.0,345600,0,0,0,2,8,1,0,0,0,0,AT,ALL,AZ,8978929
2022-W05,AT,7388778.0,351450,0,9033,0,21379,131868,2245,23,0,0,0,AT,ALL,COM,8978929
2022-W42,AT,7388778.0,748800,0,320,0,193,3251,82678,1802,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W29,AT,7388778.0,298350,0,54040,0,201783,270,3,0,0,0,0,AT,ALL,COM,8932664
2021-W43,AT,7388778.0,208800,0,5436,0,13,337,3,0,0,0,0,AT,ALL,JANSS,8932664
2023-W04,AT,7388778.0,51000,0,1,0,2,3,145,28,0,0,0,AT,ALL,MOD,8978929
2021-W12,AT,7388778.0,74400,0,21474,0,4164,1,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W13,AT,7388778.0,128700,0,75059,0,75033,6,0,0,0,0,0,AT,ALL,COM,8932664
2021-W29,AT,7388778.0,129600,0,782,0,26298,27,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W42,AT,7388778.0,61300,0,1070,0,1231,6188,12,0,0,0,0,AT,ALL,MOD,8932664
2021-W02,AT,7388778.0,61425,0,85247,0,409,0,0,0,0,0,0,AT,ALL,COM,8932664
2022-W08,AT,7388778.0,213840,0,2016,0,7758,18179,2507,16,0,0,0,AT,ALL,COM,8978929
2022-W43,AT,7388778.0,499260,0,5,0,1,15,922,22,0,0,0,AT,ALL,MODBA.1,8978929
2021-W37,AT,7388778.0,31200,0,11674,0,42,29,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W17,AT,7388778.0,296010,0,233573,0,43712,17,0,0,0,0,0,AT,ALL,COM,8932664
2021-W42,AT,7388778.0,230400,0,3323,0,16,307,1,0,0,0,0,AT,ALL,JANSS,8932664
2022-W43,AT,7388778.0,748800,0,242,0,155,1906,51571,1315,0,0,0,AT,ALL,COMBA.4-5,8978929
2022-W04,AT,7388778.0,120200,1200,710,0,1158,9847,137,5,0,0,0,AT,ALL,MOD,8978929
2022-W04,AT,7388778.0,195840,0,14346,0,21021,124107,905,20,0,0,0,AT,ALL,COM,8978929
2022-W39,AT,7388778.0,748800,0,167,0,111,1897,47336,1128,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W30,AT,7388778.0,175200,50000,472,0,24528,26,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W30,AT,7388778.0,57600,0,3458,0,15985,100,1,2,0,0,0,AT,ALL,MOD,8932664
2021-W15,AT,7388778.0,26400,0,96170,0,367,2,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W33,AT,7388778.0,519480,0,23299,0,73035,690,25,0,0,0,0,AT,ALL,COM,8932664
2021-W40,AT,7388778.0,74400,0,877,0,1696,3169,8,1,0,0,0,AT,ALL,MOD,8932664
2021-W04,AT,7388778.0,54990,0,27693,0,17626,2,0,0,0,0,0,AT,ALL,COM,8932664
2021-W01,AT,7388778.0,61425,0,26390,0,3,0,0,0,0,0,0,AT,ALL,COM,8932664
2022-W02,AT,7388778.0,368520,0,20401,0,39985,198244,1902,30,0,0,0,AT,ALL,COM,8978929
2021-W43,AT,7388778.0,138060,0,39326,0,22060,59617,68,1,0,0,0,AT,ALL,COM,8932664
2022-W34,AT,7388778.0,74400,0,20,0,0,1,3,1,0,0,0,AT,ALL,VLA,8978929
2021-W22,AT,7388778.0,497250,0,243205,0,188936,72,1,0,0,0,0,AT,ALL,COM,8932664
2022-W09,AT,7388778.0,532350,0,1566,0,5791,14914,3167,15,0,0,0,AT,ALL,COM,8978929
2022-W11,AT,7388778.0,33600,0,40,0,142,521,237,1,0,0,0,AT,ALL,MOD,8978929
2021-W22,AT,7388778.0,58800,0,39775,0,16612,15,1,0,0,0,0,AT,ALL,MOD,8932664
2021-W19,AT,7388778.0,57600,0,34066,0,30787,14,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W42,AT,7388778.0,160800,0,69,0,147,15,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W41,AT,7388778.0,74400,0,942,0,1501,4522,9,1,0,0,0,AT,ALL,MOD,8932664
2021-W41,AT,7388778.0,88800,0,2831,0,15,196,3,0,0,0,0,AT,ALL,JANSS,8932664
2023-W14,AT,7388778.0,38400,0,5,0,9,14,101,100,0,0,0,AT,ALL,COM,8978929
2021-W27,AT,7388778.0,58800,0,12691,0,38642,88,1,0,0,0,0,AT,ALL,MOD,8932664
2021-W41,AT,7388778.0,79200,0,74,0,225,19,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W26,AT,7388778.0,537600,5000,3113,0,104490,27,3,0,0,0,0,AT,ALL,AZ,8932664
2021-W25,AT,7388778.0,558090,0,164066,0,288663,115,10,0,0,0,0,AT,ALL,COM,8932664
2021-W31,AT,7388778.0,312390,0,29378,0,152714,431,11,0,0,0,0,AT,ALL,COM,8932664
2021-W31,AT,7388778.0,57600,0,2401,0,15858,44,2,0,0,0,0,AT,ALL,MOD,8932664
2021-W24,AT,7388778.0,438750,0,198478,0,263970,129,2,0,0,0,0,AT,ALL,COM,8932664
2021-W05,AT,7388778.0,66690,0,16953,0,79822,20,0,0,0,0,0,AT,ALL,COM,8932664
2021-W03,AT,7388778.0,58500,0,93422,0,4660,0,0,0,0,0,0,AT,ALL,COM,8932664
2021-W23,AT,7388778.0,14100,0,22638,0,15,9,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W24,AT,7388778.0,76800,0,2034,0,50201,26,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W16,AT,7388778.0,34800,0,18846,0,19029,8,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W32,AT,7388778.0,152400,0,1163,0,8624,162,2,0,0,0,0,AT,ALL,MOD,8932664
2023-W13,AT,7388778.0,43200,0,9,0,20,11,159,174,0,0,0,AT,ALL,COM,8978929
2021-W20,AT,7388778.0,24000,0,12610,0,6,2,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W19,AT,7388778.0,18000,0,7262,0,1,2,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W18,AT,7388778.0,58800,0,30048,0,19865,9,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W17,AT,7388778.0,319200,0,35615,0,7263,5,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W16,AT,7388778.0,197730,0,225922,0,41037,17,1,0,0,0,0,AT,ALL,COM,8932664
2022-W47,AT,7388778.0,67200,0,269,0,110,1778,54740,1986,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W05,AT,7388778.0,36000,0,0,0,0,0,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W24,AT,7388778.0,12000,0,15519,0,6,12,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W24,AT,7388778.0,121200,0,22868,0,27693,10,1,0,0,0,0,AT,ALL,MOD,8932664
2021-W05,AT,7388778.0,28800,0,1737,0,5,0,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W26,AT,7388778.0,559260,0,129543,0,269048,181,3,0,0,0,0,AT,ALL,COM,8932664
2021-W27,AT,7388778.0,95000,0,2876,0,61692,47,4,0,0,0,0,AT,ALL,AZ,8932664
2021-W06,AT,7388778.0,43200,0,10847,0,3,0,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W07,AT,7388778.0,76800,0,32931,0,3,0,0,0,0,0,0,AT,ALL,AZ,8932664
2022-W42,AT,7388778.0,39200,0,7,0,4,60,1163,31,0,0,0,AT,ALL,MODBA.1,8978929
2021-W39,AT,7388778.0,134400,400000,110,0,583,14,2,0,0,0,0,AT,ALL,AZ,8932664
2021-W28,AT,7388778.0,58800,0,4109,0,41402,85,2,0,0,0,0,AT,ALL,MOD,8932664
2021-W38,AT,7388778.0,189540,0,31488,0,24428,21273,53,2,0,0,0,AT,ALL,COM,8932664
2022-W44,AT,7388778.0,650880,0,180,0,131,1835,52155,1529,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W11,AT,7388778.0,19200,0,73745,0,21,0,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W09,AT,7388778.0,91260,0,91720,0,13729,4,0,0,0,0,0,AT,ALL,COM,8932664
2021-W18,AT,7388778.0,308874,0,263032,0,71917,25,1,0,0,0,0,AT,ALL,COM,8932664
2022-W19,AT,7388778.0,70200,0,18,0,42,432,451,2,0,0,0,AT,ALL,MOD,8978929
2021-W02,AT,7388778.0,7200,0,106,0,0,0,0,0,0,0,0,AT,ALL,MOD,8932664
2020-W53,AT,7388778.0,61425,0,5344,0,0,0,0,0,0,0,0,AT,ALL,COM,8901064
2021-W37,AT,7388778.0,187200,0,35350,0,26159,12477,41,0,0,0,0,AT,ALL,COM,8932664
2023-W03,AT,7388778.0,51000,0,3,0,0,2,200,32,0,0,0,AT,ALL,MOD,8978929
2021-W22,AT,7388778.0,36000,0,21332,0,5,1,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W50,AT,7388778.0,1760280,0,43824,0,71011,440346,698,21,0,0,0,AT,ALL,COM,8932664
2022-W19,AT,7388778.0,211200,0,502,0,1796,12404,9106,22,0,0,0,AT,ALL,COM,8978929
2021-W10,AT,7388778.0,190710,0,137206,0,27155,9,0,0,0,0,0,AT,ALL,COM,8932664
2021-W43,AT,7388778.0,87600,0,1464,0,998,4388,6,3,0,0,0,AT,ALL,MOD,8932664
2022-W45,AT,7388778.0,43200,0,106,0,191,613,13882,578,0,0,0,AT,ALL,COM,8978929
2021-W26,AT,7388778.0,79200,0,26222,0,17,15,0,0,0,0,0,AT,ALL,JANSS,8932664
2022-W38,AT,7388778.0,751680,0,20,0,12,208,3990,90,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W11,AT,7388778.0,93600,0,89941,0,43956,9,0,0,0,0,0,AT,ALL,COM,8932664
2021-W35,AT,7388778.0,296010,0,25537,0,25882,3459,24,1,0,0,0,AT,ALL,COM,8932664
2022-W37,AT,7388778.0,76800,0,51,0,9,16,16,3,0,0,0,AT,ALL,VLA,8978929
2022-W36,AT,7388778.0,292200,0,1,0,0,0,3,0,0,0,0,AT,ALL,MODBA.1,8978929
2021-W34,AT,7388778.0,314400,0,234,0,1591,17,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W36,AT,7388778.0,290160,0,29497,0,23128,5706,27,1,0,0,0,AT,ALL,COM,8932664
2021-W37,AT,7388778.0,120000,150000,205,0,693,33,0,0,0,0,0,AT,ALL,AZ,8932664
2022-W40,AT,7388778.0,748800,0,270,0,166,2953,72285,1757,0,0,0,AT,ALL,COMBA.4-5,8978929
2021-W21,AT,7388778.0,48000,0,12616,0,1,3,0,0,0,0,0,AT,ALL,JANSS,8932664
2021-W12,AT,7388778.0,19200,0,75986,0,58,1,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W12,AT,7388778.0,128700,0,58842,0,89590,7,0,0,0,0,0,AT,ALL,COM,8932664
2021-W25,AT,7388778.0,66000,0,15881,0,40850,13,2,0,0,0,0,AT,ALL,MOD,8932664
2021-W39,AT,7388778.0,57600,0,7669,0,31,141,2,0,0,0,0,AT,ALL,JANSS,8932664
2022-W44,AT,7388778.0,408000,0,4,0,0,34,921,21,0,0,0,AT,ALL,MODBA.1,8978929
2021-W23,AT,7388778.0,438750,0,222499,0,222736,88,3,0,0,0,0,AT,ALL,COM,8932664
2021-W36,AT,7388778.0,24000,500000,252,0,847,28,1,0,0,0,0,AT,ALL,AZ,8932664
2022-W10,AT,7388778.0,105600,0,42,0,201,489,224,2,0,0,0,AT,ALL,MOD,8978929
2021-W46,AT,7388778.0,192300,0,3030,0,1735,40132,141,3,0,0,0,AT,ALL,MOD,8932664
2021-W49,AT,7388778.0,193400,0,2671,0,3235,65599,129,6,0,0,0,AT,ALL,MOD,8932664
2022-W22,AT,7388778.0,72000,0,19,0,27,281,448,0,0,0,0,AT,ALL,MOD,8978929
2021-W10,AT,7388778.0,146400,0,79323,0,19,0,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W21,AT,7388778.0,58800,0,41727,0,12623,9,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W49,AT,7388778.0,1064700,0,34847,0,78772,438209,455,9,0,0,0,AT,ALL,COM,8932664
2022-W21,AT,7388778.0,44400,0,12,0,26,278,360,3,0,0,0,AT,ALL,MOD,8978929
2022-W24,AT,7388778.0,73200,0,19,0,41,261,728,9,0,0,0,AT,ALL,MOD,8978929
2022-W01,AT,7388778.0,366000,0,16465,0,36611,161823,681,18,0,0,0,AT,ALL,COM,8978929
2022-W52,AT,7388778.0,203000,0,0,0,0,0,8,6,0,0,0,AT,ALL,SGSK,8978929
2022-W20,AT,7388778.0,141600,0,11,0,27,366,494,4,0,0,0,AT,ALL,MOD,8978929
2021-W15,AT,7388778.0,197730,0,165921,0,71302,13,0,0,0,0,0,AT,ALL,COM,8932664
2022-W03,AT,7388778.0,139000,0,981,0,1794,14304,146,4,0,0,0,AT,ALL,MOD,8978929
2021-W13,AT,7388778.0,199200,0,38846,0,91,3,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W38,AT,7388778.0,182400,0,119,0,958,23,1,0,0,0,0,AT,ALL,AZ,8932664
2021-W08,AT,7388778.0,37200,0,4545,0,3973,0,0,0,0,0,0,AT,ALL,MOD,8932664
2022-W03,AT,7388778.0,372030,0,19098,0,24948,150249,803,27,0,0,0,AT,ALL,COM,8978929
2021-W14,AT,7388778.0,196560,0,98319,0,125981,45,1,0,0,0,0,AT,ALL,COM,8932664
2021-W40,AT,7388778.0,160800,0,94,0,276,15,0,0,0,0,0,AT,ALL,AZ,8932664
2021-W40,AT,7388778.0,67200,0,4220,0,48,138,4,0,0,0,0,AT,ALL,JANSS,8932664
2022-W10,AT,7388778.0,533520,0,1141,0,3991,12298,3166,14,0,0,0,AT,ALL,COM,8978929
2021-W06,AT,7388778.0,66690,0,13986,0,88655,20,0,0,0,0,0,AT,ALL,COM,8932664
2022-W08,AT,7388778.0,1110000,0,10,0,2,2,2,0,0,0,0,AT,ALL,NVXD,8978929
2022-W51,AT,7388778.0,370000,0,1,0,0,1,53,10,0,0,0,AT,ALL,MOD,8978929
2021-W14,AT,7388778.0,62400,0,27762,0,12211,2,0,0,0,0,0,AT,ALL,MOD,8932664
2021-W40,AT,7388778.0,136890,0,24139,0,30085,61438,61,2,0,0,0,AT,ALL,COM,8932664
2021-W38,AT,7388778.0,52800,0,14091,0,37,34,2,0,0,0,0,AT,ALL,JANSS,8932664
2023-W14,AT,7388778.0,302400,0,20,0,17,37,600,474,0,0,0,AT,ALL,COMBA.4-5,8978929
2023-W13,AT,7388778.0,875000,0,0,0,0,1,9,24,0,0,0,AT,ALL,SGSK,8978929
2022-W15,AT,7388778.0,117600,0,40,0,30,361,216,2,0,0,0,AT,ALL,MOD,8978929
2021-W15,AT,7388778.0,16800,0,24,0,0,0,0,0,0,0,0,AT,ALL,JANSS,8932664
2022-W01,AT,7388778.0,57600,0,811,0,2184,20471,158,5,0,0,0,AT,ALL,MOD,8978929
2021-W42,AT,7388778.0,135720,0,26697,0,27375,76859,84,0,0,0,0,AT,ALL,COM,8932664
2021-W28,BE,9233555.0,68400,0,13358,0,42766,0,0,0,0,0,0,BE,ALL,MOD,11554767
2022-W02,BE,9233555.0,234900,0,7697,0,9121,144695,0,0,0,0,0,BE,ALL,COM,11617623
2021-W51,BE,9233555.0,137100,0,623,0,1369,333583,0,0,0,0,0,BE,ALL,MOD,11554767
2020-W53,BE,9233555.0,9750,0,980,0,0,0,0,0,0,0,0,BE,ALL,COM,11522440
2021-W44,BE,9233555.0,387600,0,799,0,1120,5227,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W28,BE,9233555.0,442260,0,95592,0,431904,0,0,0,0,0,0,BE,ALL,COM,11554767
2021-W47,BE,9233555.0,387600,0,2028,0,1031,86422,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W07,BE,9233555.0,96000,0,10737,0,0,0,0,0,0,0,0,BE,ALL,AZ,11554767
2021-W09,BE,9233555.0,114660,0,66907,0,23097,0,0,0,0,0,0,BE,ALL,COM,11554767
2021-W21,BE,9233555.0,84000,0,24156,0,0,0,0,0,0,0,0,BE,ALL,JANSS,11554767
2021-W24,BE,9233555.0,81600,0,50698,0,56332,0,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W27,BE,9233555.0,122400,0,658,0,227020,0,0,0,0,0,0,BE,ALL,AZ,11554767
2021-W27,BE,9233555.0,441090,0,141265,0,407682,0,0,0,0,0,0,BE,ALL,COM,11554767
2021-W25,BE,9233555.0,697500,0,4327,0,65499,0,0,0,0,0,0,BE,ALL,AZ,11554767
2021-W27,BE,9233555.0,28800,0,16212,0,0,0,0,0,0,0,0,BE,ALL,JANSS,11554767
2022-W01,BE,9233555.0,359970,0,7458,0,11160,177990,0,0,0,0,0,BE,ALL,COM,11617623
2021-W26,BE,9233555.0,86400,0,34212,0,50077,0,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W10,BE,9233555.0,63600,0,6328,0,9773,0,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W11,BE,9233555.0,26400,0,159761,0,223,0,0,0,0,0,0,BE,ALL,AZ,11554767
2021-W25,BE,9233555.0,85200,0,39790,0,73599,0,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W25,BE,9233555.0,24000,0,33046,0,0,0,0,0,0,0,0,BE,ALL,JANSS,11554767
2021-W25,BE,9233555.0,810810,0,518928,0,159975,0,0,0,0,0,0,BE,ALL,COM,11554767
2021-W50,BE,9233555.0,168000,0,10107,0,15924,573773,0,0,0,0,0,BE,ALL,COM,11554767
2022-W08,BE,9233555.0,180000,0,0,0,0,0,0,0,0,0,0,BE,ALL,NVXD,11617623
2021-W49,BE,9233555.0,387300,0,383,0,679,72488,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W38,BE,9233555.0,276000,0,1223,0,2719,650,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W38,BE,9233555.0,342810,0,18923,0,25083,57325,0,0,0,0,0,BE,ALL,COM,11554767
2021-W31,BE,9233555.0,429390,0,33934,0,344908,0,0,0,0,0,0,BE,ALL,COM,11554767
2021-W37,BE,9233555.0,276000,0,1283,0,4803,653,0,0,0,0,0,BE,ALL,MOD,11554767
2022-W05,BE,9233555.0,79800,0,378,0,557,98559,600,0,0,0,0,BE,ALL,MOD,11617623
2021-W30,BE,9233555.0,67200,0,6264,0,25462,0,0,0,0,0,0,BE,ALL,MOD,11554767
2021-W06,BE,9233555.0,98280,0,22833,0,113922,0,0,0,0,0,0,BE,ALL,COM,11554767
2022-W06,BE,9233555.0,515190,0,3066,0,5291,43829,17663,0,0,0,0,BE,ALL,COM,11617623
2021-W30,BE,9233555.0,38400,0,9864,0,0,0,0,0,0,0,0,BE,ALL,JANSS,11554767
2021-W22,BE,9233555.0,76800,0,60210,0,16567,0,0,0,0,0,0,BE,ALL,MOD,11554767
