YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2021-W48,IS,24149.0,25740,100620,6,0,5,373,0,0,0,0,0,IS,Age70_79,COM,368792
2021-W48,IS,12795.0,25740,100620,4,0,2,96,0,0,0,0,0,IS,Age80+,COM,368792
2021-W48,IS,,25740,100620,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,368792
2022-W17,IS,286356.0,14400,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2021-W21,IS,13447.0,2400,0,0,0,0,0,0,0,0,0,0,IS,Age15_17,JANSS,368792
2021-W21,IS,34322.0,2400,0,69,0,0,0,0,0,0,0,0,IS,Age18_24,JANSS,368792
2021-W21,IS,133140.0,2400,0,169,0,0,0,0,0,0,0,0,IS,Age25_49,JANSS,368792
2021-W21,IS,43671.0,2400,0,40,0,0,0,0,0,0,0,0,IS,Age50_59,JANSS,368792
2021-W21,IS,38279.0,2400,0,11,0,0,0,0,0,0,0,0,IS,Age60_69,JANSS,368792
2021-W21,IS,24149.0,2400,0,0,0,0,0,0,0,0,0,0,IS,Age70_79,JANSS,368792
2021-W21,IS,12795.0,2400,0,2,0,0,0,0,0,0,0,0,IS,Age80+,JANSS,368792
2021-W21,IS,,2400,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,JANSS,368792
2021-W22,IS,286356.0,19890,0,9465,0,6061,0,0,0,0,0,0,IS,ALL,COM,368792
2021-W22,IS,13447.0,19890,0,227,0,82,0,0,0,0,0,0,IS,Age15_17,COM,368792
2021-W22,IS,34322.0,19890,0,1441,0,625,0,0,0,0,0,0,IS,Age18_24,COM,368792
2021-W22,IS,133140.0,19890,0,6850,0,3707,0,0,0,0,0,0,IS,Age25_49,COM,368792
2021-W22,IS,43671.0,19890,0,506,0,1481,0,0,0,0,0,0,IS,Age50_59,COM,368792
2021-W22,IS,38279.0,19890,0,450,0,207,0,0,0,0,0,0,IS,Age60_69,COM,368792
2021-W22,IS,24149.0,19890,0,186,0,36,0,0,0,0,0,0,IS,Age70_79,COM,368792
2021-W22,IS,12795.0,19890,0,32,0,5,0,0,0,0,0,0,IS,Age80+,COM,368792
2021-W22,IS,,19890,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,368792
2021-W22,IS,286356.0,2400,0,4235,0,1530,0,0,0,0,0,0,IS,ALL,MOD,368792
2022-W17,IS,286356.0,37440,0,23,0,17,207,182,0,0,0,0,IS,ALL,COM,376248
2022-W16,IS,286356.0,14040,0,8,0,7,83,20,0,0,0,0,IS,ALL,COM,376248
2022-W15,IS,286356.0,8400,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2022-W14,IS,286356.0,8400,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2022-W03,IS,,4800,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,MOD,376248
2022-W03,IS,12795.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age80+,MOD,376248
2022-W03,IS,24149.0,4800,0,0,0,0,10,0,0,0,0,0,IS,Age70_79,MOD,376248
2022-W03,IS,38279.0,4800,0,0,0,0,67,0,0,0,0,0,IS,Age60_69,MOD,376248
2022-W03,IS,43671.0,4800,0,0,0,0,169,0,0,0,0,0,IS,Age50_59,MOD,376248
2022-W03,IS,133140.0,4800,0,3,0,2,1188,0,0,0,0,0,IS,Age25_49,MOD,376248
2022-W03,IS,34322.0,4800,0,0,0,0,184,0,0,0,0,0,IS,Age18_24,MOD,376248
2022-W03,IS,13447.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age15_17,MOD,376248
2022-W03,IS,24339.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age10_14,MOD,376248
2022-W03,IS,22823.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age5_9,MOD,376248
2022-W03,IS,21827.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,MOD,376248
2022-W03,IS,13972.0,4800,0,0,0,0,1,0,0,0,0,0,IS,LTCF,MOD,376248
2022-W03,IS,22845.0,4800,0,0,0,0,106,0,0,0,0,0,IS,HCW,MOD,376248
2022-W03,IS,286356.0,4800,0,3,0,2,1618,0,0,0,0,0,IS,ALL,MOD,376248
2022-W03,IS,,7020,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2022-W03,IS,12795.0,7020,0,3,0,4,63,0,0,0,0,0,IS,Age80+,COM,376248
2022-W03,IS,24149.0,7020,0,0,0,2,88,0,0,0,0,0,IS,Age70_79,COM,376248
2022-W03,IS,38279.0,7020,0,6,0,6,365,0,0,0,0,0,IS,Age60_69,COM,376248
2022-W03,IS,43671.0,7020,0,10,0,8,1094,0,0,0,0,0,IS,Age50_59,COM,376248
2022-W03,IS,133140.0,7020,0,135,0,83,7288,0,0,0,0,0,IS,Age25_49,COM,376248
2022-W03,IS,34322.0,7020,0,43,0,23,2167,0,0,0,0,0,IS,Age18_24,COM,376248
2022-W03,IS,13447.0,7020,0,71,0,36,354,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W03,IS,24339.0,7020,0,767,0,149,2,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W03,IS,22823.0,7020,0,1346,0,26,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W03,IS,21827.0,7020,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W03,IS,13972.0,7020,0,0,0,1,53,0,0,0,0,0,IS,LTCF,COM,376248
2022-W03,IS,22845.0,7020,0,4,0,7,575,0,0,0,0,0,IS,HCW,COM,376248
2022-W03,IS,286356.0,7020,0,197,0,126,11065,0,0,0,0,0,IS,ALL,COM,376248
2022-W09,IS,22823.0,4680,0,4,0,81,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W09,IS,286356.0,12000,0,0,0,0,0,0,0,0,0,0,IS,ALL,NVXD,376248
2022-W09,IS,,4680,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2022-W13,IS,286356.0,8400,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2022-W12,IS,286356.0,3000,0,0,0,0,0,0,0,0,0,0,IS,ALL,NVXD,376248
2022-W09,IS,12795.0,4680,0,1,0,0,5,1,0,0,0,0,IS,Age80+,COM,376248
2022-W09,IS,24149.0,4680,0,1,0,0,10,3,0,0,0,0,IS,Age70_79,COM,376248
2022-W09,IS,38279.0,4680,0,0,0,0,14,8,0,0,0,0,IS,Age60_69,COM,376248
2022-W09,IS,43671.0,4680,0,3,0,3,27,6,0,0,0,0,IS,Age50_59,COM,376248
2022-W09,IS,133140.0,4680,0,10,0,20,109,2,0,0,0,0,IS,Age25_49,COM,376248
2022-W09,IS,34322.0,4680,0,3,0,5,30,0,0,0,0,0,IS,Age18_24,COM,376248
2022-W09,IS,13447.0,4680,0,1,0,3,4,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W09,IS,24339.0,4680,0,9,0,50,0,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W09,IS,21827.0,4680,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W09,IS,13972.0,4680,0,0,0,0,1,1,0,0,0,0,IS,LTCF,COM,376248
2022-W09,IS,22845.0,4680,0,0,0,0,15,2,0,0,0,0,IS,HCW,COM,376248
2022-W09,IS,286356.0,4680,0,18,0,28,195,20,0,0,0,0,IS,ALL,COM,376248
2022-W10,IS,286356.0,4680,0,22,0,23,222,20,0,0,0,0,IS,ALL,COM,376248
2022-W10,IS,22845.0,4680,0,0,0,2,18,5,0,0,0,0,IS,HCW,COM,376248
2022-W10,IS,13972.0,4680,0,0,0,0,2,1,0,0,0,0,IS,LTCF,COM,376248
2022-W10,IS,21827.0,4680,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W10,IS,22823.0,4680,0,13,0,64,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W10,IS,24339.0,4680,0,10,0,46,1,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W10,IS,13447.0,4680,0,4,0,3,7,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W10,IS,34322.0,4680,0,2,0,5,26,0,0,0,0,0,IS,Age18_24,COM,376248
2022-W10,IS,133140.0,4680,0,20,0,13,138,1,0,0,0,0,IS,Age25_49,COM,376248
2022-W10,IS,43671.0,4680,0,0,0,2,19,2,0,0,0,0,IS,Age50_59,COM,376248
2022-W10,IS,38279.0,4680,0,0,0,0,19,11,0,0,0,0,IS,Age60_69,COM,376248
2022-W10,IS,24149.0,4680,0,0,0,0,17,4,0,0,0,0,IS,Age70_79,COM,376248
2022-W10,IS,12795.0,4680,0,0,0,3,3,2,0,0,0,0,IS,Age80+,COM,376248
2022-W10,IS,,4680,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2022-W10,IS,286356.0,7200,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2022-W08,IS,286356.0,8640,0,42,0,79,1640,34,0,0,0,0,IS,ALL,COM,376248
2022-W08,IS,22845.0,8640,0,3,0,2,142,2,0,0,0,0,IS,HCW,COM,376248
2022-W08,IS,13972.0,8640,0,0,0,1,4,1,0,0,0,0,IS,LTCF,COM,376248
2022-W08,IS,21827.0,8640,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W08,IS,22823.0,8640,0,30,0,173,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W08,IS,24339.0,8640,0,24,0,106,3,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W08,IS,13447.0,8640,0,8,0,13,72,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W08,IS,34322.0,8640,0,10,0,20,263,0,0,0,0,0,IS,Age18_24,COM,376248
2022-W08,IS,133140.0,8640,0,24,0,43,1065,4,0,0,0,0,IS,Age25_49,COM,376248
2022-W08,IS,43671.0,8640,0,5,0,5,218,6,0,0,0,0,IS,Age50_59,COM,376248
2022-W08,IS,38279.0,8640,0,1,0,7,57,12,0,0,0,0,IS,Age60_69,COM,376248
2022-W08,IS,24149.0,8640,0,2,0,2,23,7,0,0,0,0,IS,Age70_79,COM,376248
2022-W08,IS,12795.0,8640,0,0,0,2,14,5,0,0,0,0,IS,Age80+,COM,376248
2022-W08,IS,,8640,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2022-W08,IS,286356.0,8400,0,0,0,1,384,3,0,0,0,0,IS,ALL,MOD,376248
2022-W08,IS,22845.0,8400,0,0,0,1,29,0,0,0,0,0,IS,HCW,MOD,376248
2022-W08,IS,13972.0,8400,0,0,0,0,0,0,0,0,0,0,IS,LTCF,MOD,376248
2022-W08,IS,21827.0,8400,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,MOD,376248
2022-W08,IS,22823.0,8400,0,0,0,0,0,0,0,0,0,0,IS,Age5_9,MOD,376248
2022-W08,IS,24339.0,8400,0,0,0,0,0,0,0,0,0,0,IS,Age10_14,MOD,376248
2022-W08,IS,13447.0,8400,0,0,0,0,0,0,0,0,0,0,IS,Age15_17,MOD,376248
2022-W08,IS,34322.0,8400,0,0,0,1,30,0,0,0,0,0,IS,Age18_24,MOD,376248
2022-W08,IS,133140.0,8400,0,0,0,0,204,0,0,0,0,0,IS,Age25_49,MOD,376248
2022-W08,IS,43671.0,8400,0,0,0,0,108,0,0,0,0,0,IS,Age50_59,MOD,376248
2022-W08,IS,38279.0,8400,0,0,0,0,27,2,0,0,0,0,IS,Age60_69,MOD,376248
2022-W08,IS,24149.0,8400,0,0,0,0,15,1,0,0,0,0,IS,Age70_79,MOD,376248
2022-W08,IS,12795.0,8400,0,0,0,0,0,0,0,0,0,0,IS,Age80+,MOD,376248
2022-W08,IS,,8400,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,MOD,376248
2022-W07,IS,286356.0,8640,0,30,0,89,802,146,0,0,0,0,IS,ALL,COM,376248
2022-W07,IS,22845.0,8640,0,0,0,4,43,15,0,0,0,0,IS,HCW,COM,376248
2022-W07,IS,13972.0,8640,0,0,0,0,6,5,0,0,0,0,IS,LTCF,COM,376248
2022-W07,IS,21827.0,8640,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W07,IS,22823.0,8640,0,46,0,299,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W07,IS,24339.0,8640,0,47,0,236,1,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W07,IS,13447.0,8640,0,7,0,38,78,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W07,IS,34322.0,8640,0,8,0,20,125,1,0,0,0,0,IS,Age18_24,COM,376248
2022-W07,IS,133140.0,8640,0,15,0,57,503,23,0,0,0,0,IS,Age25_49,COM,376248
2022-W07,IS,43671.0,8640,0,5,0,4,97,26,0,0,0,0,IS,Age50_59,COM,376248
2022-W07,IS,38279.0,8640,0,1,0,7,47,38,0,0,0,0,IS,Age60_69,COM,376248
2022-W07,IS,24149.0,8640,0,0,0,1,16,37,0,0,0,0,IS,Age70_79,COM,376248
2022-W07,IS,12795.0,8640,0,1,0,0,14,21,0,0,0,0,IS,Age80+,COM,376248
2022-W07,IS,,8640,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2022-W06,IS,286356.0,20040,0,47,0,90,1210,17,0,0,0,0,IS,ALL,COM,376248
2022-W06,IS,22845.0,20040,0,1,0,2,60,2,0,0,0,0,IS,HCW,COM,376248
2022-W06,IS,13972.0,20040,0,0,0,0,3,0,0,0,0,0,IS,LTCF,COM,376248
2022-W06,IS,21827.0,20040,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W06,IS,22823.0,20040,0,75,0,872,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W06,IS,24339.0,20040,0,54,0,702,1,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W06,IS,13447.0,20040,0,5,0,32,335,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W06,IS,34322.0,20040,0,9,0,17,272,0,0,0,0,0,IS,Age18_24,COM,376248
2022-W06,IS,133140.0,20040,0,34,0,60,794,1,0,0,0,0,IS,Age25_49,COM,376248
2022-W06,IS,43671.0,20040,0,3,0,9,75,2,0,0,0,0,IS,Age50_59,COM,376248
2022-W06,IS,38279.0,20040,0,1,0,3,44,3,0,0,0,0,IS,Age60_69,COM,376248
2022-W06,IS,24149.0,20040,0,0,0,0,12,6,0,0,0,0,IS,Age70_79,COM,376248
2022-W06,IS,12795.0,20040,0,0,0,1,13,5,0,0,0,0,IS,Age80+,COM,376248
2022-W06,IS,,20040,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2021-W45,IS,,9360,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,368792
2021-W45,IS,12795.0,9360,0,1,0,2,364,0,0,0,0,0,IS,Age80+,COM,368792
2021-W45,IS,24149.0,9360,0,4,0,8,1932,0,0,0,0,0,IS,Age70_79,COM,368792
2021-W45,IS,38279.0,9360,0,11,0,5,1354,0,0,0,0,0,IS,Age60_69,COM,368792
2021-W45,IS,43671.0,9360,0,22,0,15,585,0,0,0,0,0,IS,Age50_59,COM,368792
2021-W45,IS,133140.0,9360,0,163,0,136,905,0,0,0,0,0,IS,Age25_49,COM,368792
2021-W45,IS,34322.0,9360,0,47,0,33,76,0,0,0,0,0,IS,Age18_24,COM,368792
2021-W45,IS,13447.0,9360,0,83,0,69,1,0,0,0,0,0,IS,Age15_17,COM,368792
2021-W45,IS,24339.0,9360,0,112,0,88,0,0,0,0,0,0,IS,Age10_14,COM,368792
2021-W45,IS,22823.0,9360,0,2,0,0,0,0,0,0,0,0,IS,Age5_9,COM,368792
2021-W45,IS,21827.0,9360,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,368792
2022-W21,IS,286356.0,8400,0,0,0,0,2,0,0,0,0,0,IS,ALL,MOD,376248
2022-W21,IS,286356.0,20010,0,23,0,13,168,493,0,0,0,0,IS,ALL,COM,376248
2022-W20,IS,286356.0,8400,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2021-W45,IS,13972.0,9360,0,0,0,1,77,0,0,0,0,0,IS,LTCF,COM,368792
2021-W45,IS,22845.0,9360,0,12,0,16,983,0,0,0,0,0,IS,HCW,COM,368792
2021-W45,IS,286356.0,9360,0,248,0,199,5216,0,0,0,0,0,IS,ALL,COM,368792
2022-W19,IS,286356.0,7200,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2022-W19,IS,286356.0,8190,0,22,0,18,228,1148,0,0,0,0,IS,ALL,COM,376248
2022-W18,IS,286356.0,7200,0,0,0,0,0,0,0,0,0,0,IS,ALL,MOD,376248
2022-W04,IS,286356.0,8640,0,115,0,134,6437,0,0,0,0,0,IS,ALL,COM,376248
2022-W04,IS,22845.0,8640,0,5,0,8,247,0,0,0,0,0,IS,HCW,COM,376248
2022-W04,IS,13972.0,8640,0,1,0,2,15,0,0,0,0,0,IS,LTCF,COM,376248
2022-W04,IS,21827.0,8640,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,376248
2022-W04,IS,22823.0,8640,0,252,0,114,0,0,0,0,0,0,IS,Age5_9,COM,376248
2022-W04,IS,24339.0,8640,0,185,0,374,0,0,0,0,0,0,IS,Age10_14,COM,376248
2022-W04,IS,13447.0,8640,0,24,0,49,293,0,0,0,0,0,IS,Age15_17,COM,376248
2022-W04,IS,34322.0,8640,0,24,0,28,1109,0,0,0,0,0,IS,Age18_24,COM,376248
2022-W04,IS,133140.0,8640,0,70,0,79,4463,0,0,0,0,0,IS,Age25_49,COM,376248
2022-W04,IS,43671.0,8640,0,8,0,11,533,0,0,0,0,0,IS,Age50_59,COM,376248
2022-W04,IS,38279.0,8640,0,10,0,5,225,0,0,0,0,0,IS,Age60_69,COM,376248
2022-W04,IS,24149.0,8640,0,2,0,8,64,0,0,0,0,0,IS,Age70_79,COM,376248
2022-W04,IS,12795.0,8640,0,1,0,3,43,0,0,0,0,0,IS,Age80+,COM,376248
2022-W04,IS,,8640,0,0,0,0,0,0,0,0,0,0,IS,AgeUNK,COM,376248
2022-W04,IS,286356.0,4800,0,2,0,4,2179,0,0,0,0,0,IS,ALL,MOD,376248
2022-W04,IS,22845.0,4800,0,1,0,0,44,0,0,0,0,0,IS,HCW,MOD,376248
2022-W04,IS,13972.0,4800,0,0,0,0,0,0,0,0,0,0,IS,LTCF,MOD,376248
2022-W04,IS,21827.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,MOD,376248
2022-W04,IS,22823.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age5_9,MOD,376248
2022-W04,IS,24339.0,4800,0,0,0,0,0,0,0,0,0,0,IS,Age10_14,MOD,376248
2022-W04,IS,13447.0,4800,0,0,0,0,3,0,0,0,0,0,IS,Age15_17,MOD,376248
2022-W04,IS,34322.0,4800,0,1,0,0,292,0,0,0,0,0,IS,Age18_24,MOD,376248
2022-W04,IS,133140.0,4800,0,0,0,4,1513,0,0,0,0,0,IS,Age25_49,MOD,376248
2022-W04,IS,43671.0,4800,0,1,0,0,266,0,0,0,0,0,IS,Age50_59,MOD,376248
2021-W39,IS,133140.0,15210,0,65,0,185,91,0,0,0,0,0,IS,Age25_49,COM,368792
2021-W39,IS,34322.0,15210,0,14,0,50,12,0,0,0,0,0,IS,Age18_24,COM,368792
2021-W39,IS,13447.0,15210,0,22,0,116,0,0,0,0,0,0,IS,Age15_17,COM,368792
2021-W39,IS,24339.0,15210,0,62,0,277,1,0,0,0,0,0,IS,Age10_14,COM,368792
2021-W39,IS,22823.0,15210,0,0,0,0,0,0,0,0,0,0,IS,Age5_9,COM,368792
2021-W39,IS,21827.0,15210,0,0,0,0,0,0,0,0,0,0,IS,Age0_4,COM,368792
2021-W39,IS,13972.0,15210,0,2,0,0,190,0,0,0,0,0,IS,LTCF,COM,368792
2021-W39,IS,22845.0,15210,0,5,0,20,130,0,0,0,0,0,IS,HCW,COM,368792
2021-W39,IS,286356.0,15210,0,91,0,275,2672,0,0,0,0,0,IS,ALL,COM,368792
2021-W47,IT,49885100.0,141081,0,85482,0,90562,1208804,0,0,0,0,0,IT,ALL,COM,59236213
2021-W30,IT,49885100.0,506140,0,423871,0,177953,0,0,0,0,0,0,IT,ALL,MOD,59236213
2022-W28,IT,49885100.0,37226,0,23,0,73,1572,4021,0,0,0,0,IT,ALL,MOD,59030133
2022-W34,IT,49885100.0,3,0,1014,0,1245,17150,87439,8,0,0,0,IT,ALL,COM,59030133
2021-W30,IT,49885100.0,2075023,0,463756,0,1603283,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W29,IT,49885100.0,164658,0,262196,0,225542,0,0,0,0,0,0,IT,ALL,MOD,59236213
2021-W29,IT,49885100.0,2324526,0,490226,0,1899845,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W51,IT,49885100.0,1490154,0,31430,0,62923,688157,0,0,0,0,0,IT,ALL,COM,59236213
2022-W52,IT,49885100.0,1,0,1,0,0,1,0,0,0,0,0,IT,ALL,NVXD,59030133
2022-W52,IT,49885100.0,11,0,259,0,249,58,234,73,0,0,0,IT,ALL,COM,59030133
2022-W23,IT,49885100.0,94,0,180,0,512,9976,16445,1,0,0,0,IT,ALL,MOD,59030133
2022-W23,IT,49885100.0,102,0,965,0,2345,32389,57250,3,0,0,0,IT,ALL,COM,59030133
2022-W39,IT,49885100.0,726000,0,3,0,23,191,1504,0,0,0,0,IT,ALL,MOD,59030133
2023-W04,IT,49885100.0,600,0,0,0,0,1,10,5,0,0,0,IT,ALL,MOD,59030133
2023-W04,IT,49885100.0,18,0,297,0,335,66,338,80,0,0,0,IT,ALL,COM,59030133
2022-W49,IT,49885100.0,11,0,347,0,296,92,364,84,0,0,0,IT,ALL,COM,59030133
2021-W18,IT,49885100.0,6008,0,89828,0,0,0,0,0,0,0,22,IT,ALL,JANSS,59236213
2022-W37,IT,49885100.0,4749124,0,777,0,817,9984,54946,9,0,0,0,IT,ALL,COM,59030133
2021-W01,IT,49885100.0,4,0,1,0,0,0,0,0,0,0,0,IT,ALL,JANSS,59236213
2021-W01,IT,49885100.0,1919,0,2,0,0,0,0,0,0,0,1,IT,ALL,MOD,59236213
2021-W14,IT,49885100.0,1551523,0,900362,0,420389,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W14,IT,49885100.0,3,0,8,0,0,0,0,0,0,0,0,IT,ALL,JANSS,59236213
2021-W03,IT,49885100.0,397802,0,121567,0,108759,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W32,IT,49885100.0,2064750,0,537517,0,653510,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W27,IT,49885100.0,2053077,0,608486,0,1976529,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W27,IT,49885100.0,10013,0,21289,0,0,0,0,0,0,0,10,IT,ALL,JANSS,59236213
2021-W32,IT,49885100.0,744850,0,225704,0,122508,0,0,0,0,0,0,IT,ALL,MOD,59236213
2021-W28,IT,49885100.0,3,0,20827,0,0,0,0,0,0,0,11,IT,ALL,JANSS,59236213
2022-W07,IT,49885100.0,632,0,26257,0,230578,825135,12824,0,0,0,0,IT,ALL,MOD,59030133
2022-W31,IT,49885100.0,2021,0,14,0,95,489,3223,1,0,0,0,IT,ALL,MOD,59030133
2021-W50,IT,49885100.0,1497902,0,0,0,4,1,0,0,0,0,0,IT,ALL,AZ,59236213
2022-W01,IT,49885100.0,1400970,0,56925,0,81001,1021534,8,0,0,0,0,IT,ALL,COM,59030133
2021-W26,IT,49885100.0,1363047,0,6682,0,577408,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W27,IT,49885100.0,20926,0,4865,0,645883,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W28,IT,49885100.0,55169,0,4038,0,616324,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W29,IT,49885100.0,181,0,4331,0,655376,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W30,IT,49885100.0,96087,0,5184,0,443947,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W31,IT,49885100.0,20003,0,3590,0,224464,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W32,IT,49885100.0,46401,0,2305,0,90212,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W04,IT,49885100.0,1,0,1,0,0,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W05,IT,49885100.0,16,0,15,0,1,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W06,IT,49885100.0,542401,0,20097,0,3,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W07,IT,49885100.0,506403,0,95698,0,17,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W08,IT,49885100.0,429393,0,218938,0,28,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W09,IT,49885100.0,7272,0,375863,0,183,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W10,IT,49885100.0,938681,0,424899,0,293,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W11,IT,49885100.0,6073,0,159841,0,116,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W12,IT,49885100.0,289459,0,497678,0,185,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W13,IT,49885100.0,1282815,0,413723,0,147,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W14,IT,49885100.0,12801,0,430400,0,156,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W15,IT,49885100.0,176467,0,655173,0,151,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W16,IT,49885100.0,412871,0,652480,0,212,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W17,IT,49885100.0,2035411,0,510309,0,6199,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W18,IT,49885100.0,104916,0,651991,0,91725,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W19,IT,49885100.0,352405,0,491816,0,184176,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W20,IT,49885100.0,72388,0,313544,0,290674,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W21,IT,49885100.0,351751,0,226520,0,370311,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W22,IT,49885100.0,1584753,0,160591,0,267752,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W23,IT,49885100.0,57044,0,81535,0,328130,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W24,IT,49885100.0,523959,0,7252,0,255832,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W25,IT,49885100.0,734273,0,6921,0,346587,0,0,0,0,0,0,IT,ALL,AZ,59236213
2021-W33,IT,49885100.0,3359232,0,454651,0,379960,0,0,0,0,0,0,IT,ALL,COM,59236213
2021-W46,IT,49885100.0,722,0,24527,0,44367,185478,0,0,0,0,0,IT,ALL,MOD,59236213
2022-W32,IT,49885100.0,1047,0,11,0,63,375,2608,0,0,0,0,IT,ALL,MOD,59030133
2021-W33,IT,49885100.0,526069,0,122484,0,181131,0,0,0,0,0,0,IT,ALL,MOD,59236213
2021-W33,IT,49885100.0,2,0,1084,0,74063,0,0,0,0,0,0,IT,ALL,AZ,59236213
2022-W27,IT,49885100.0,6,0,1125,0,1705,34006,72223,7,0,0,0,IT,ALL,COM,59030133
2021-W22,IT,49885100.0,363531,0,228506,0,169812,0,0,0,0,0,0,IT,ALL,MOD,59236213
2021-W22,IT,49885100.0,333450,0,352945,0,0,0,0,0,0,0,15,IT,ALL,JANSS,59236213
